Transaction_ID,Customer_ID,Purchase_Date,Customer_City,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Amount,Payment_Method,Sales_Channel,Customer_Age,Customer_Gender
TXN0237,CUST0460,2025-02-24,Quetta,Fashion,Sneakers,2.0,1446.57,10.5,2589.36,Credit Card,Online,32.0,Male
TXN0858,CUST0013,2025-04-01,Lahore,Beauty & Personal Care,Hair Oil,4.0,237.67,0.8,943.07,Credit Card,Online,20.0,Female
TXN0223,CUST0213,2025-03-09,Islamabad,Electronics,Laptop,1.0,106890.33,1.1,105714.54,UPI,In-Store,63.0,Male
TXN1045,CUST0557,2025-01-17,Islamabad,Electronics,Tablet,1.0,22148.98,16.3,18538.7,UPI,In-Store,45.0,Female
TXN1325,CUST0539,2025-11-06,Quetta,Beauty & Personal Care,Hair Oil,1.0,298.77,10.9,266.2,Cash,Online,34.0,Female
TXN0603,CUST0063,2025-05-08,Islamabad,Groceries,Rice,15.0,61.56,20.0,738.72,UPI,Online,60.0,Female
TXN0186,CUST0290,2025-10-06,Rawalpindi,home & kitchen,Mixer Grinder,1.0,4847.1,0.8,4808.32,Wallet,Online,25.0,Male
TXN0405,CUST0120,2025-06-06,Islamabad,Fashion,Jeans,2.0,2768.59,15.9,4656.77,Credit Card,In-Store,28.0,Other
TXN0743,CUST0318,2025-11-29,Peshawar,Beauty & Personal Care,Face Wash,1.0,237.21,11.0,211.12,Cash,In-Store,39.0,Female
TXN0958,CUST0509,2025-10-10,Islamabad,Fashion,Sneakers,1.0,4726.72,12.0,4159.51,Cash,Online,50.0,Female
TXN0347,CUST0430,2025-02-28,,Home & Kitchen,Cookware Set,1.0,1681.94,26.6,1234.54,Credit Card,Online,27.0,Female
TXN1184,CUST0368,2025-01-11,Faisalabad,Electronics,Laptop,1.0,65033.74,11.3,57684.93,Wallet,Online,58.0,
TXN0629,CUST0583,2025-10-15,Lahore,Electronics,Tablet,1.0,10066.79,15.1,8546.7,UPI,Online,60.0,Male
TXN0260,CUST0340,2025-07-12,Quetta,FASHION,Sneakers,1.0,,2.0,5497.73,Debit Card,Online,30.0,Other
TXN0510,CUST0152,2025-06-21,Rawalpindi,Groceries,Tea Pack,5.0,229.92,16.5,959.92,UPI,Online,23.0,Female
TXN0542,CUST0130,2025-11-19,Multan,,Handbag,1.0,4321.77,1.3,4265.59,UPI,In-Store,61.0,Other
TXN0419,CUST0223,2025-02-21,Rawalpindi,Electronics,Smartphone,1.0,18080.95,,14193.55,Credit Card,Online,,Male
TXN0168,CUST0408,2025-08-16,Lahore,Fashion,Jeans,3.0,2560.59,21.4,6037.87,UPI,Online,24.0,Female
TXN1354,CUST0010,2025-10-07,Peshawar,Electronics,Headphones,1.0,3842.5,1.4,3788.7,Wallet,Online,27.0,Male
TXN1480,CUST0036,2025-07-13,Peshawar,Electronics,Smartphone,2.0,74105.39,,103747.55,UPI,In-Store,61.0,Male
TXN1324,CUST0484,2025-12-20,Multan,Fashion,Handbag,1.0,1670.28,21.0,1319.52,UPI,Online,42.0,Male
TXN0513,CUST0427,2025-12-26,Faisalabad,Beauty & Personal Care,Face Wash,1.0,213.44,6.1,200.42,Credit Card,In-Store,56.0,Female
TXN0180,CUST0435,2025-11-06,Karachi,Fashion,Sneakers,1.0,1542.0,11.2,1369.3,UPI,In-Store,54.0,Female
TXN0357,CUST0263,2025-12-27,,Groceries,Cooking Oil,5.0,164.35,20.5,653.29,UPI,In-Store,58.0,Female
TXN0161,CUST0567,2025-10-11,Quetta,Home & Kitchen,Mixer Grinder,1.0,3238.57,30.0,2267.0,Debit Card,In-Store,19.0,Male
TXN1112,CUST0030,2025-10-04,Faisalabad,Fashion,Sneakers,2.0,5513.24,6.4,10320.79,Wallet,In-Store,59.0,Male
TXN0507,CUST0258,2025-12-21,Islamabad,Fashion,Handbag,,2451.33,5.3,4642.82,Debit Card,In-Store,29.0,Female
TXN0454,CUST0094,2025-03-14,Lahore,Electronics,Smart Watch,1.0,,5.1,19077.21,UPI,Online,38.0,Female
TXN1372,CUST0272,2025-03-16,Faisalabad,Beauty & Personal Care,Hair Oil,1.0,137.36,21.0,108.51,Debit Card,In-Store,65.0,Male
TXN1385,CUST0203,2025-06-16,Rawalpindi,Groceries,Coffee Pack,4.0,347.2,6.5,1298.53,Cash,In-Store,43.0,Female
TXN1023,CUST0241,2025-07-18,Karachi,Beauty & Personal Care,Perfume,1.0,3271.38,21.9,2554.95,Debit Card,In-Store,35.0,Male
TXN1015,CUST0445,2025-06-22,Faisalabad,Electronics,Smart Watch,1.0,15888.97,6.3,14887.96,UPI,In-Store,26.0,
TXN0721,CUST0286,2025-04-17,Multan,Beauty & Personal Care,Face Wash,1.0,182.74,11.0,162.64,Credit Card,Online,44.0,Male
TXN0060,CUST0461,2025-01-07,Lahore,Home & Kitchen,Mixer Grinder,1.0,3857.18,26.6,2831.17,Wallet,In-Store,22.0,Female
TXN1470,CUST0465,2025-11-27,Islamabad,Electronics,Smartphone,1.0,54178.84,20.9,42855.46,UPI,In-Store,30.0,
TXN0822,CUST0600,2025-05-09,Faisalabad,fashion,Jeans,3.0,1941.47,6.5,5445.82,UPI,Online,40.0,Female
TXN0622,CUST0326,2025-10-21,Faisalabad,Groceries,Rice,11.0,56.76,20.9,493.87,Debit Card,In-Store,46.0,Male
TXN1201,CUST0312,2025-05-31,Multan,Groceries,Wheat Flour,9.0,55.2,26.0,367.63,UPI,In-Store,50.0,Other
TXN0003,CUST0014,2025-11-18,Faisalabad,Fashion,Jacket,2.0,3408.78,21.9,5324.51,Credit Card,In-Store,42.0,Male
TXN0812,CUST0483,2025-05-02,Faisalabad,Electronics,Laptop,1.0,74274.91,21.0,58677.18,Wallet,Online,41.0,Male
TXN1284,CUST0327,2025-04-16,Karachi,fashion,Jeans,3.0,817.42,25.4,1829.39,Credit Card,In-Store,19.0,Male
TXN0248,CUST0265,2025-10-06,Faisalabad,Groceries,Wheat Flour,,44.82,12.0,591.62,UPI,In-Store,59.0,Male
TXN1187,CUST0469,2025-02-13,Quetta,Electronics,Smartphone,1.0,36129.14,6.9,33636.23,UPI,Online,58.0,Male
TXN1439,CUST0143,2025-01-30,Islamabad,Groceries,Wheat Flour,13.0,40.97,1.9,522.49,Credit Card,In-Store,62.0,Male
TXN0108,CUST0448,2025-09-10,Rawalpindi,Home & Kitchen,Vacuum Cleaner,1.0,14254.82,1.6,14026.74,Debit Card,Online,42.0,Female
TXN1296,CUST0449,2025-11-20,Multan,Fashion,Jacket,1.0,5359.6,15.5,4528.86,Credit Card,Online,50.0,
TXN1016,CUST0144,2025-10-23,Faisalabad,Beauty & Personal Care,Perfume,1.0,3110.49,21.0,2457.29,Cash,In-Store,30.0,Male
TXN0692,CUST0521,2025-03-02,Multan,Beauty & Personal Care,Moisturizer,1.0,246.47,30.0,172.53,UPI,In-Store,24.0,Female
TXN0838,CUST0046,2025-08-27,Karachi,Fashion,Jacket,2.0,5384.06,25.7,8000.71,Wallet,In-Store,52.0,
TXN0490,CUST0076,2025-10-08,Quetta,Home & Kitchen,Water Purifier,1.0,17188.97,20.6,13648.04,UPI,Online,28.0,Male
TXN0553,CUST0220,2025-12-06,Multan,Electronics,Tablet,,41154.21,11.3,36503.78,Debit Card,In-Store,39.0,Male
TXN0957,CUST0125,2025-11-03,Lahore,Electronics,Smartphone,1.0,69663.74,11.3,61791.74,Credit Card,In-Store,32.0,Male
TXN0936,CUST0175,2025-11-11,Peshawar,Electronics,Headphones,2.0,2005.22,0.9,3974.35,UPI,In-Store,44.0,Male
TXN0859,CUST0594,2025-01-06,Quetta,Home & Kitchen,Water Purifier,1.0,7180.02,6.6,6706.14,UPI,Online,59.0,Male
TXN1401,CUST0325,2025-04-28,Lahore,fashion,Handbag,2.0,3832.97,15.0,6516.05,Credit Card,In-Store,24.0,Female
TXN1347,CUST0319,2025-10-29,Multan,Home & Kitchen,Water Purifier,1.0,17842.85,30.0,12489.99,UPI,In-Store,59.0,Male
TXN0272,CUST0110,2025-01-20,Islamabad,Fashion,Sneakers,1.0,2260.49,30.0,1582.34,Cash,In-Store,58.0,Other
TXN1320,CUST0189,2025-02-05,Peshawar,Fashion,Jacket,1.0,3098.8,16.2,2596.79,Debit Card,Online,38.0,Male
TXN0956,CUST0187,2025-01-12,Faisalabad,BEAUTY & PERSONAL CARE,Hair Oil,3.0,149.94,16.2,376.95,UPI,,47.0,Male
TXN1031,CUST0333,2025-02-11,Quetta,Home & Kitchen,Water Purifier,1.0,16226.95,25.6,12072.85,Credit Card,Online,55.0,Male
TXN0123,CUST0560,2025-03-28,Peshawar,Fashion,Jeans,1.0,2344.24,25.7,1741.77,Credit Card,In-Store,37.0,Male
TXN0056,CUST0191,2025-04-15,Quetta,Electronics,Smart Watch,2.0,20516.7,21.2,32334.32,UPI,In-Store,34.0,Female
TXN0006,CUST0031,2025-03-29,Faisalabad,Home & Kitchen,Water Purifier,1.0,8351.69,6.4,7817.18,UPI,In-Store,,Male
TXN1070,CUST0400,2025-09-24,Karachi,Groceries,Wheat Flour,8.0,44.2,20.5,281.11,,In-Store,47.0,Female
TXN1285,CUST0425,2025-08-09,Rawalpindi,Electronics,Tablet,2.0,19743.15,0.2,39407.33,UPI,Online,25.0,Female
TXN0630,CUST0417,2025-11-26,Multan,Electronics,Headphones,2.0,5677.98,16.0,9539.01,UPI,In-Store,26.0,Female
TXN1021,CUST0122,2025-12-11,Rawalpindi,Home & Kitchen,Microwave,1.0,10811.28,11.2,9600.42,Cash,In-Store,44.0,Female
TXN0769,CUST0414,2025-03-19,Multan,Beauty & Personal Care,Perfume,1.0,1343.45,21.6,1053.26,UPI,In-Store,41.0,Female
TXN0448,CUST0457,2025-02-28,Rawalpindi,ELECTRONICS,Smart Watch,1.0,15713.94,15.7,13246.85,Credit Card,In-Store,45.0,Female
TXN1289,CUST0457,2025-01-23,Rawalpindi,Home & Kitchen,Microwave,1.0,5645.76,5.0,5363.47,UPI,In-Store,45.0,Female
TXN1353,CUST0063,2025-12-14,Islamabad,groceries,Rice,2.0,49.77,10.9,88.69,Credit Card,Online,60.0,Female
TXN0305,CUST0034,2025-01-16,Karachi,groceries,Rice,10.0,87.6,0.5,871.62,Cash,In-Store,50.0,Female
TXN1441,CUST0302,2025-04-23,Quetta,Beauty & Personal Care,Moisturizer,1.0,239.77,5.3,227.06,UPI,Online,55.0,Female
TXN0302,CUST0310,2025-11-10,Islamabad,Home & Kitchen,Water Purifier,1.0,7242.67,21.2,5707.22,Credit Card,Online,42.0,Other
TXN0619,CUST0339,2025-03-20,Faisalabad,Electronics,Smart Watch,2.0,17367.89,6.2,32582.16,Credit Card,In-Store,62.0,Male
TXN1260,CUST0241,2025-03-14,Karachi,Home & Kitchen,Cookware Set,1.0,3171.14,21.2,2498.86,UPI,Online,35.0,Male
TXN0569,CUST0361,2025-03-18,,Beauty & Personal Care,Hair Oil,1.0,233.6,21.6,183.14,UPI,Online,53.0,Male
TXN0806,CUST0116,2025-11-10,Karachi,Groceries,Wheat Flour,5.0,69.68,1.9,341.78,UPI,Online,41.0,Female
TXN1102,CUST0585,2025-07-27,Islamabad,Home & Kitchen,Mixer Grinder,1.0,5944.48,20.7,4713.97,UPI,In-Store,28.0,Female
TXN0888,CUST0416,2025-04-27,Multan,Fashion,Sneakers,1.0,4134.05,20.1,3303.11,UPI,In-Store,23.0,Male
TXN0552,CUST0486,2025-09-24,Peshawar,Fashion,Handbag,2.0,1723.44,30.0,2412.82,Wallet,In-Store,22.0,Male
TXN1126,CUST0123,2025-10-17,Lahore,groceries,Rice,12.0,84.11,5.8,950.78,UPI,In-Store,35.0,Male
TXN0132,CUST0600,2025-09-08,Rawalpindi,Electronics,Headphones,1.0,2272.04,6.8,2117.54,UPI,Online,40.0,Female
TXN0772,CUST0069,2025-12-01,Multan,Electronics,Tablet,1.0,11409.31,15.3,9663.69,Cash,In-Store,21.0,Male
TXN1262,CUST0443,2025-03-29,Karachi,Groceries,Rice,15.0,71.9,30.0,754.95,UPI,In-Store,32.0,Male
TXN1298,CUST0389,2025-03-13,Islamabad,Electronics,Tablet,2.0,31887.46,5.3,60394.85,UPI,In-Store,35.0,Female
TXN1005,CUST0535,2025-08-09,Lahore,Fashion,Jacket,1.0,3612.67,1.3,3565.71,Wallet,,51.0,Other
TXN0991,CUST0582,2025-02-05,Multan,Electronics,Laptop,1.0,117699.66,0.8,116758.06,Wallet,In-Store,23.0,Female
TXN1123,CUST0067,2025-10-01,Quetta,Fashion,Handbag,2.0,846.1,6.1,1588.98,UPI,In-Store,40.0,Male
TXN0515,CUST0229,2025-08-25,Multan,Beauty & Personal Care,Moisturizer,2.0,347.03,16.6,578.85,UPI,In-Store,37.0,
TXN1085,CUST0032,2025-12-21,Peshawar,Beauty & Personal Care,Hair Oil,2.0,197.75,1.1,391.15,Wallet,In-Store,65.0,Female
TXN0717,CUST0329,2025-03-18,,Home & Kitchen,Mixer Grinder,1.0,3096.2,1.2,3059.05,Wallet,In-Store,27.0,Male
TXN0353,CUST0503,2025-10-18,Rawalpindi,Electronics,Smart Watch,2.0,3951.48,20.8,6259.14,Cash,In-Store,41.0,Female
TXN0505,CUST0591,2025-10-16,Multan,Electronics,Tablet,1.0,31763.42,26.6,23314.35,Cash,Online,37.0,Male
TXN0576,CUST0233,2025-04-06,Lahore,Groceries,Wheat Flour,8.0,55.05,6.8,410.45,Credit Card,Online,37.0,Male
TXN0410,CUST0152,2025-08-22,Rawalpindi,Beauty & Personal Care,Perfume,2.0,383.01,20.7,607.45,Wallet,Online,23.0,Female
TXN0978,CUST0504,2025-11-01,Quetta,Fashion,Sneakers,1.0,1096.98,,932.43,UPI,In-Store,46.0,Female
TXN0336,CUST0456,2025-08-09,Lahore,Electronics,Smartphone,1.0,58082.99,11.4,51461.53,UPI,In-Store,62.0,Female
TXN1004,CUST0064,2025-06-27,Quetta,fashion,Jacket,1.0,1549.98,12.0,1363.98,Credit Card,In-Store,64.0,Female
TXN0903,CUST0200,2025-11-21,Lahore,beauty & personal care,Perfume,1.0,2468.7,11.1,2194.67,,In-Store,,Other
TXN0512,CUST0155,2025-10-27,Lahore,Electronics,Laptop,1.0,73044.63,1.2,72168.09,Debit Card,In-Store,48.0,Female
TXN0825,CUST0175,2025-05-06,Peshawar,Beauty & Personal Care,Moisturizer,2.0,269.28,6.2,505.17,UPI,Online,44.0,Male
TXN0081,CUST0482,2025-08-29,Islamabad,Electronics,Tablet,1.0,29471.59,16.8,24520.36,Cash,In-Store,46.0,Female
TXN1376,CUST0599,2025-12-20,Rawalpindi,,Wheat Flour,5.0,67.74,0.2,338.02,UPI,Online,28.0,Male
TXN1087,CUST0554,2025-08-15,Rawalpindi,Home & Kitchen,Mixer Grinder,1.0,2973.57,6.3,2786.24,UPI,Online,39.0,Other
TXN1097,CUST0560,2025-08-10,Faisalabad,,Cookware Set,1.0,,5.6,4473.09,Wallet,Online,37.0,Male
TXN0575,CUST0140,2025-02-13,Lahore,groceries,Wheat Flour,6.0,57.12,5.7,323.18,Credit Card,Online,57.0,Male
TXN0338,CUST0132,2025-02-20,Faisalabad,,Tea Pack,6.0,242.29,5.1,1379.6,UPI,Online,29.0,Female
TXN1199,CUST0114,2025-10-03,Islamabad,Groceries,Cooking Oil,1.0,155.84,10.7,139.17,Debit Card,In-Store,41.0,Female
TXN0118,CUST0589,2025-08-23,Islamabad,Home & Kitchen,Water Purifier,1.0,6925.95,10.4,6205.65,UPI,In-Store,47.0,Female
TXN0611,CUST0569,2025-01-07,Peshawar,Electronics,Smartphone,1.0,38650.55,10.3,34669.54,Credit Card,Online,59.0,Male
TXN0007,CUST0276,2025-12-26,Peshawar,Home & Kitchen,Mixer Grinder,1.0,3020.4,5.6,2851.26,Debit Card,In-Store,35.0,Male
TXN0234,CUST0447,2025-05-22,Karachi,Fashion,Jeans,3.0,946.45,30.0,1987.55,Wallet,In-Store,65.0,Male
TXN0149,CUST0001,2025-03-05,Faisalabad,,Jeans,2.0,3172.27,5.2,6014.62,UPI,Online,58.0,Male
TXN1148,CUST0528,2025-05-13,Rawalpindi,Groceries,Wheat Flour,12.0,,10.0,379.19,UPI,,37.0,Male
TXN1061,CUST0435,2025-08-10,Karachi,Beauty & Personal Care,Moisturizer,2.0,473.88,16.3,793.28,UPI,In-Store,54.0,Female
TXN0022,CUST0521,2025-11-23,Multan,Fashion,Handbag,1.0,1529.33,0.8,1517.1,Cash,In-Store,24.0,Female
TXN0950,CUST0490,2025-09-28,Lahore,Home & Kitchen,Vacuum Cleaner,1.0,4343.91,0.0,4343.91,Credit Card,In-Store,26.0,Female
TXN0722,CUST0538,2025-09-13,Multan,Home & Kitchen,Microwave,1.0,5571.24,30.0,3899.87,Credit Card,Online,58.0,Male
TXN1286,CUST0512,2025-11-09,Lahore,,Shampoo,3.0,406.14,10.8,1086.83,UPI,In-Store,41.0,Female
TXN0875,CUST0146,2025-03-27,Peshawar,Beauty & Personal Care,Face Wash,4.0,433.05,15.6,1461.98,UPI,In-Store,57.0,Female
TXN1280,CUST0434,2025-02-02,Multan,Fashion,T-Shirt,1.0,1369.57,0.2,1366.83,Debit Card,In-Store,28.0,Male
TXN0282,CUST0419,2025-04-15,Peshawar,Groceries,Coffee Pack,2.0,138.22,0.6,274.78,UPI,Online,60.0,Female
TXN0871,CUST0586,2025-09-06,Lahore,Beauty & Personal Care,Hair Oil,1.0,238.58,15.2,202.32,Cash,In-Store,41.0,Female
TXN0604,CUST0383,2025-08-31,,groceries,Tea Pack,6.0,232.55,5.6,1317.16,UPI,In-Store,23.0,Female
TXN0912,CUST0316,2025-08-26,Lahore,Groceries,Coffee Pack,4.0,401.31,,1358.03,UPI,Online,59.0,Other
TXN1483,CUST0042,2025-04-10,Faisalabad,Electronics,Laptop,1.0,70449.65,0.0,70449.65,Credit Card,In-Store,64.0,Female
TXN0115,CUST0538,2025-10-26,Multan,Groceries,Coffee Pack,5.0,223.88,21.4,879.85,Debit Card,In-Store,58.0,Male
TXN0496,CUST0224,2025-08-03,Peshawar,Home & Kitchen,Mixer Grinder,1.0,1664.77,20.8,1318.5,Debit Card,,,Male
TXN0217,CUST0137,2025-02-05,Peshawar,FASHION,T-Shirt,2.0,451.55,20.0,722.48,UPI,Online,34.0,Male
TXN0895,CUST0039,2025-06-11,Faisalabad,Groceries,Cooking Oil,1.0,192.55,22.0,150.19,Debit Card,In-Store,61.0,Female
TXN0746,CUST0038,2025-11-16,Karachi,groceries,Tea Pack,5.0,272.69,0.0,1363.45,Debit Card,In-Store,51.0,Male
TXN1451,CUST0171,2025-05-17,Islamabad,BEAUTY & PERSONAL CARE,Moisturizer,1.0,251.3,6.9,233.96,UPI,In-Store,52.0,Male
TXN0703,CUST0063,2025-08-09,Islamabad,Home & Kitchen,Vacuum Cleaner,1.0,11921.73,11.6,10538.81,Debit Card,,60.0,Female
TXN0481,CUST0293,2025-04-05,Lahore,groceries,Wheat Flour,11.0,49.79,1.4,540.02,Credit Card,In-Store,25.0,Male
TXN1049,CUST0384,2025-08-13,Rawalpindi,Beauty & Personal Care,Hair Oil,3.0,267.08,20.2,639.39,Wallet,Online,21.0,Female
TXN0735,CUST0428,2025-03-20,Faisalabad,Fashion,Sneakers,1.0,5987.28,0.0,5987.28,UPI,In-Store,19.0,Male
TXN0880,CUST0227,2025-08-16,Lahore,Fashion,T-Shirt,4.0,612.93,5.3,2321.78,UPI,Online,46.0,Female
TXN1062,CUST0215,2025-11-04,Quetta,Electronics,Smart Watch,2.0,18905.09,27.0,27601.43,UPI,In-Store,57.0,Female
TXN0457,CUST0234,2025-05-30,Lahore,Electronics,Smartphone,1.0,,16.2,8294.09,Debit Card,Online,64.0,Male
TXN0592,CUST0149,2025-06-01,Rawalpindi,Home & Kitchen,Vacuum Cleaner,1.0,13725.53,6.8,12792.19,Cash,Online,47.0,
TXN1067,CUST0340,2025-02-04,Quetta,Groceries,Cooking Oil,5.0,215.27,5.3,1019.3,Credit Card,In-Store,30.0,Other
TXN0054,CUST0142,2025-12-04,Peshawar,Home & Kitchen,Cookware Set,1.0,5754.53,1.4,5673.97,Debit Card,Online,60.0,Male
TXN0486,CUST0476,2025-08-13,Karachi,Groceries,Wheat Flour,14.0,39.97,10.8,499.15,,Online,47.0,Female
TXN1282,CUST0392,2025-09-06,Rawalpindi,Groceries,Wheat Flour,8.0,45.29,1.2,357.97,Credit Card,In-Store,26.0,Male
TXN0061,CUST0429,2025-07-07,Islamabad,Fashion,Handbag,1.0,4276.85,15.5,3613.94,Debit Card,In-Store,39.0,Male
TXN0673,CUST0295,2025-03-15,Faisalabad,Electronics,Tablet,2.0,29288.17,11.2,52015.79,Cash,In-Store,63.0,Male
TXN0136,CUST0247,2025-08-06,Lahore,Home & Kitchen,Vacuum Cleaner,1.0,12795.42,30.0,8956.79,Cash,Online,,Male
TXN0479,CUST0583,2025-10-14,Lahore,Fashion,Jeans,1.0,1624.99,5.0,1543.74,UPI,In-Store,60.0,Male
TXN0667,CUST0151,2025-10-18,Multan,Groceries,Wheat Flour,6.0,53.31,21.1,252.37,Credit Card,Online,60.0,
TXN0058,CUST0143,2025-03-14,Islamabad,Beauty & Personal Care,Face Wash,1.0,215.28,16.6,179.54,UPI,In-Store,62.0,Male
