Transaction_ID,Customer_ID,Purchase_Date,Customer_City,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Amount,Payment_Method,Sales_Channel,Customer_Age,Customer_Gender
TXN1016,CUST0144,2025-10-23,Faisalabad,Beauty & Personal Care,Perfume,1.0,3110.49,21.0,2457.2871,Cash,In-Store,30.0,Male
TXN0692,CUST0521,2025-03-02,Multan,Beauty & Personal Care,Moisturizer,1.0,246.47,30.0,172.529,UPI,In-Store,24.0,Female
TXN0838,CUST0046,2025-08-27,Karachi,Fashion,Jacket,2.0,5384.06,25.7,8000.71316,Wallet,In-Store,52.0,Male
TXN0490,CUST0076,2025-10-08,Quetta,Home & Kitchen,Water Purifier,1.0,17188.97,20.6,13648.042180000002,UPI,Online,28.0,Male
TXN0553,CUST0220,2025-12-06,Multan,Electronics,Tablet,2.0,41154.21,11.3,73007.56854,Debit Card,In-Store,39.0,Male
TXN0957,CUST0125,2025-11-03,Lahore,Electronics,Smartphone,1.0,69663.74,11.3,61791.737380000006,Credit Card,In-Store,32.0,Male
TXN0936,CUST0175,2025-11-11,Peshawar,Electronics,Headphones,2.0,2005.22,0.9,3974.34604,UPI,In-Store,44.0,Male
TXN0859,CUST0594,2025-01-06,Quetta,Home & Kitchen,Water Purifier,1.0,7180.02,6.6,6706.13868,UPI,Online,59.0,Male
TXN1401,CUST0325,2025-04-28,Lahore,Fashion,Handbag,2.0,3832.97,15.0,6516.048999999999,Credit Card,In-Store,24.0,Female
TXN1347,CUST0319,2025-10-29,Multan,Home & Kitchen,Water Purifier,1.0,17842.85,30.0,12489.994999999999,UPI,In-Store,59.0,Male
TXN0272,CUST0110,2025-01-20,Islamabad,Fashion,Sneakers,1.0,2260.49,30.0,1582.3429999999998,Cash,In-Store,58.0,Other
TXN1320,CUST0189,2025-02-05,Peshawar,Fashion,Jacket,1.0,3098.8,16.2,2596.7944,Debit Card,Online,38.0,Male
TXN0956,CUST0187,2025-01-12,Faisalabad,Beauty & Personal Care,Hair Oil,3.0,149.94,16.2,376.94916,UPI,In-Store,47.0,Male
TXN1031,CUST0333,2025-02-11,Quetta,Home & Kitchen,Water Purifier,1.0,16226.95,25.6,12072.8508,Credit Card,Online,55.0,Male
TXN0123,CUST0560,2025-03-28,Peshawar,Fashion,Jeans,1.0,2344.24,25.7,1741.7703199999999,Credit Card,In-Store,37.0,Male
TXN0056,CUST0191,2025-04-15,Quetta,Electronics,Smart Watch,2.0,20516.7,21.2,32334.3192,UPI,In-Store,34.0,Female
TXN0006,CUST0031,2025-03-29,Faisalabad,Home & Kitchen,Water Purifier,1.0,8351.69,6.4,7817.18184,UPI,In-Store,41.0,Male
TXN1070,CUST0400,2025-09-24,Karachi,Groceries,Wheat Flour,8.0,44.2,20.5,281.112,UPI,In-Store,47.0,Female
TXN1285,CUST0425,2025-08-09,Rawalpindi,Electronics,Tablet,2.0,19743.15,0.2,39407.3274,UPI,Online,25.0,Female
TXN0630,CUST0417,2025-11-26,Multan,Electronics,Headphones,2.0,5677.98,16.0,9539.006399999998,UPI,In-Store,26.0,Female
TXN1021,CUST0122,2025-12-11,Rawalpindi,Home & Kitchen,Microwave,1.0,10811.28,11.2,9600.416640000001,Cash,In-Store,44.0,Female
TXN0769,CUST0414,2025-03-19,Multan,Beauty & Personal Care,Perfume,1.0,1343.45,21.6,1053.2648000000002,UPI,In-Store,41.0,Female
TXN0448,CUST0457,2025-02-28,Rawalpindi,Electronics,Smart Watch,1.0,15713.94,15.7,13246.85142,Credit Card,In-Store,45.0,Female
TXN1289,CUST0457,2025-01-23,Rawalpindi,Home & Kitchen,Microwave,1.0,5645.76,5.0,5363.472,UPI,In-Store,45.0,Female
TXN1353,CUST0063,2025-12-14,Islamabad,Groceries,Rice,2.0,49.77,10.9,88.69014000000001,Credit Card,Online,60.0,Female
TXN0305,CUST0034,2025-01-16,Karachi,Groceries,Rice,10.0,87.6,0.5,871.62,Cash,In-Store,50.0,Female
TXN1441,CUST0302,2025-04-23,Quetta,Beauty & Personal Care,Moisturizer,1.0,239.77,5.3,227.06219,UPI,Online,55.0,Female
TXN0302,CUST0310,2025-11-10,Islamabad,Home & Kitchen,Water Purifier,1.0,7242.67,21.2,5707.22396,Credit Card,Online,42.0,Other
TXN0619,CUST0339,2025-03-20,Faisalabad,Electronics,Smart Watch,2.0,17367.89,6.2,32582.16164,Credit Card,In-Store,62.0,Male
TXN1260,CUST0241,2025-03-14,Karachi,Home & Kitchen,Cookware Set,1.0,3171.14,21.2,2498.85832,UPI,Online,35.0,Male
TXN0569,CUST0361,2025-03-18,Lahore,Beauty & Personal Care,Hair Oil,1.0,233.6,21.6,183.1424,UPI,Online,53.0,Male
TXN0806,CUST0116,2025-11-10,Karachi,Groceries,Wheat Flour,5.0,69.68,1.9,341.78040000000004,UPI,Online,41.0,Female
TXN1102,CUST0585,2025-07-27,Islamabad,Home & Kitchen,Mixer Grinder,1.0,5944.48,20.7,4713.97264,UPI,In-Store,28.0,Female
TXN0888,CUST0416,2025-04-27,Multan,Fashion,Sneakers,1.0,4134.05,20.1,3303.1059499999997,UPI,In-Store,23.0,Male
TXN0552,CUST0486,2025-09-24,Peshawar,Fashion,Handbag,2.0,1723.44,30.0,2412.816,Wallet,In-Store,22.0,Male
TXN1126,CUST0123,2025-10-17,Lahore,Groceries,Rice,12.0,84.11,5.8,950.7794399999999,UPI,In-Store,35.0,Male
TXN0132,CUST0600,2025-09-08,Rawalpindi,Electronics,Headphones,1.0,2272.04,6.8,2117.54128,UPI,Online,40.0,Female
TXN0772,CUST0069,2025-12-01,Multan,Electronics,Tablet,1.0,11409.31,15.3,9663.68557,Cash,In-Store,21.0,Male
TXN1262,CUST0443,2025-03-29,Karachi,Groceries,Rice,15.0,71.9,30.0,754.9499999999999,UPI,In-Store,32.0,Male
TXN1298,CUST0389,2025-03-13,Islamabad,Electronics,Tablet,2.0,31887.46,5.3,60394.849239999996,UPI,In-Store,35.0,Female
TXN1005,CUST0535,2025-08-09,Lahore,Fashion,Jacket,1.0,3612.67,1.3,3565.70529,Wallet,In-Store,51.0,Other
TXN0991,CUST0582,2025-02-05,Multan,Electronics,Laptop,1.0,117699.66,0.8,116758.06272,Wallet,In-Store,23.0,Female
TXN1123,CUST0067,2025-10-01,Quetta,Fashion,Handbag,2.0,846.1,6.1,1588.9758000000002,UPI,In-Store,40.0,Male
TXN0515,CUST0229,2025-08-25,Multan,Beauty & Personal Care,Moisturizer,2.0,347.03,16.6,578.8460399999999,UPI,In-Store,37.0,Male
TXN1085,CUST0032,2025-12-21,Peshawar,Beauty & Personal Care,Hair Oil,2.0,197.75,1.1,391.1495,Wallet,In-Store,65.0,Female
TXN0717,CUST0329,2025-03-18,Lahore,Home & Kitchen,Mixer Grinder,1.0,3096.2,1.2,3059.0456,Wallet,In-Store,27.0,Male
TXN0353,CUST0503,2025-10-18,Rawalpindi,Electronics,Smart Watch,2.0,3951.48,20.8,6259.14432,Cash,In-Store,41.0,Female
TXN0505,CUST0591,2025-10-16,Multan,Electronics,Tablet,1.0,31763.42,26.6,23314.35028,Cash,Online,37.0,Male
TXN0576,CUST0233,2025-04-06,Lahore,Groceries,Wheat Flour,8.0,55.05,6.8,410.45279999999997,Credit Card,Online,37.0,Male
TXN0410,CUST0152,2025-08-22,Rawalpindi,Beauty & Personal Care,Perfume,2.0,383.01,20.7,607.45386,Wallet,Online,23.0,Female
TXN0978,CUST0504,2025-11-01,Quetta,Fashion,Sneakers,1.0,1096.98,11.4,971.9242800000001,UPI,In-Store,46.0,Female
TXN0336,CUST0456,2025-08-09,Lahore,Electronics,Smartphone,1.0,58082.99,11.4,51461.52914,UPI,In-Store,62.0,Female
TXN1004,CUST0064,2025-06-27,Quetta,Fashion,Jacket,1.0,1549.98,12.0,1363.9824,Credit Card,In-Store,64.0,Female
TXN0903,CUST0200,2025-11-21,Lahore,Beauty & Personal Care,Perfume,1.0,2468.7,11.1,2194.6742999999997,UPI,In-Store,41.0,Other
TXN0512,CUST0155,2025-10-27,Lahore,Electronics,Laptop,1.0,73044.63,1.2,72168.09444,Debit Card,In-Store,48.0,Female
TXN0825,CUST0175,2025-05-06,Peshawar,Beauty & Personal Care,Moisturizer,2.0,269.28,6.2,505.1692799999999,UPI,Online,44.0,Male
TXN0081,CUST0482,2025-08-29,Islamabad,Electronics,Tablet,1.0,29471.59,16.8,24520.36288,Cash,In-Store,46.0,Female
TXN1376,CUST0599,2025-12-20,Rawalpindi,,Wheat Flour,5.0,67.74,0.2,338.0226,UPI,Online,28.0,Male
TXN1087,CUST0554,2025-08-15,Rawalpindi,Home & Kitchen,Mixer Grinder,1.0,2973.57,6.3,2786.23509,UPI,Online,39.0,Other
TXN1097,CUST0560,2025-08-10,Faisalabad,,Cookware Set,1.0,1979.01,5.6,1868.18544,Wallet,Online,37.0,Male
TXN0575,CUST0140,2025-02-13,Lahore,Groceries,Wheat Flour,6.0,57.12,5.7,323.18495999999993,Credit Card,Online,57.0,Male
TXN0338,CUST0132,2025-02-20,Faisalabad,,Tea Pack,6.0,242.29,5.1,1379.59926,UPI,Online,29.0,Female
TXN1199,CUST0114,2025-10-03,Islamabad,Groceries,Cooking Oil,1.0,155.84,10.7,139.16512,Debit Card,In-Store,41.0,Female
TXN0118,CUST0589,2025-08-23,Islamabad,Home & Kitchen,Water Purifier,1.0,6925.95,10.4,6205.6512,UPI,In-Store,47.0,Female
TXN0611,CUST0569,2025-01-07,Peshawar,Electronics,Smartphone,1.0,38650.55,10.3,34669.54335,Credit Card,Online,59.0,Male
TXN0007,CUST0276,2025-12-26,Peshawar,Home & Kitchen,Mixer Grinder,1.0,3020.4,5.6,2851.2576,Debit Card,In-Store,35.0,Male
TXN0234,CUST0447,2025-05-22,Karachi,Fashion,Jeans,3.0,946.45,30.0,1987.545,Wallet,In-Store,65.0,Male
TXN0149,CUST0001,2025-03-05,Faisalabad,,Jeans,2.0,3172.27,5.2,6014.62392,UPI,Online,58.0,Male
TXN1148,CUST0528,2025-05-13,Rawalpindi,Groceries,Wheat Flour,12.0,1979.01,10.0,21373.308,UPI,In-Store,37.0,Male
TXN1061,CUST0435,2025-08-10,Karachi,Beauty & Personal Care,Moisturizer,2.0,473.88,16.3,793.27512,UPI,In-Store,54.0,Female
TXN0022,CUST0521,2025-11-23,Multan,Fashion,Handbag,1.0,1529.33,0.8,1517.09536,Cash,In-Store,24.0,Female
TXN0950,CUST0490,2025-09-28,Lahore,Home & Kitchen,Vacuum Cleaner,1.0,4343.91,0.0,4343.91,Credit Card,In-Store,26.0,Female
TXN0722,CUST0538,2025-09-13,Multan,Home & Kitchen,Microwave,1.0,5571.24,30.0,3899.8679999999995,Credit Card,Online,58.0,Male
TXN1286,CUST0512,2025-11-09,Lahore,,Shampoo,3.0,406.14,10.8,1086.8306400000001,UPI,In-Store,41.0,Female
TXN0875,CUST0146,2025-03-27,Peshawar,Beauty & Personal Care,Face Wash,4.0,433.05,15.6,1461.9768,UPI,In-Store,57.0,Female
TXN1280,CUST0434,2025-02-02,Multan,Fashion,T-Shirt,1.0,1369.57,0.2,1366.83086,Debit Card,In-Store,28.0,Male
TXN0282,CUST0419,2025-04-15,Peshawar,Groceries,Coffee Pack,2.0,138.22,0.6,274.78136,UPI,Online,60.0,Female
TXN0871,CUST0586,2025-09-06,Lahore,Beauty & Personal Care,Hair Oil,1.0,238.58,15.2,202.31584,Cash,In-Store,41.0,Female
TXN0604,CUST0383,2025-08-31,Lahore,Groceries,Tea Pack,6.0,232.55,5.6,1317.1632000000002,UPI,In-Store,23.0,Female
TXN0912,CUST0316,2025-08-26,Lahore,Groceries,Coffee Pack,4.0,401.31,11.4,1422.24264,UPI,Online,59.0,Other
TXN1483,CUST0042,2025-04-10,Faisalabad,Electronics,Laptop,1.0,70449.65,0.0,70449.65,Credit Card,In-Store,64.0,Female
TXN0115,CUST0538,2025-10-26,Multan,Groceries,Coffee Pack,5.0,223.88,21.4,879.8484000000001,Debit Card,In-Store,58.0,Male
TXN0496,CUST0224,2025-08-03,Peshawar,Home & Kitchen,Mixer Grinder,1.0,1664.77,20.8,1318.49784,Debit Card,In-Store,41.0,Male
TXN0217,CUST0137,2025-02-05,Peshawar,Fashion,T-Shirt,2.0,451.55,20.0,722.48,UPI,Online,34.0,Male
TXN0895,CUST0039,2025-06-11,Faisalabad,Groceries,Cooking Oil,1.0,192.55,22.0,150.18900000000002,Debit Card,In-Store,61.0,Female
TXN0746,CUST0038,2025-11-16,Karachi,Groceries,Tea Pack,5.0,272.69,0.0,1363.45,Debit Card,In-Store,51.0,Male
TXN1451,CUST0171,2025-05-17,Islamabad,Beauty & Personal Care,Moisturizer,1.0,251.3,6.9,233.96030000000002,UPI,In-Store,52.0,Male
TXN0703,CUST0063,2025-08-09,Islamabad,Home & Kitchen,Vacuum Cleaner,1.0,11921.73,11.6,10538.80932,Debit Card,In-Store,60.0,Female
TXN0481,CUST0293,2025-04-05,Lahore,Groceries,Wheat Flour,11.0,49.79,1.4,540.02234,Credit Card,In-Store,25.0,Male
TXN1049,CUST0384,2025-08-13,Rawalpindi,Beauty & Personal Care,Hair Oil,3.0,267.08,20.2,639.3895200000001,Wallet,Online,21.0,Female
TXN0735,CUST0428,2025-03-20,Faisalabad,Fashion,Sneakers,1.0,5987.28,0.0,5987.28,UPI,In-Store,19.0,Male
TXN0880,CUST0227,2025-08-16,Lahore,Fashion,T-Shirt,4.0,612.93,5.3,2321.7788399999995,UPI,Online,46.0,Female
TXN1062,CUST0215,2025-11-04,Quetta,Electronics,Smart Watch,2.0,18905.09,27.0,27601.4314,UPI,In-Store,57.0,Female
TXN0457,CUST0234,2025-05-30,Lahore,Electronics,Smartphone,1.0,1979.01,16.2,1658.41038,Debit Card,Online,64.0,Male
TXN0592,CUST0149,2025-06-01,Rawalpindi,Home & Kitchen,Vacuum Cleaner,1.0,13725.53,6.8,12792.19396,Cash,Online,47.0,Male
TXN1067,CUST0340,2025-02-04,Quetta,Groceries,Cooking Oil,5.0,215.27,5.3,1019.3034500000001,Credit Card,In-Store,30.0,Other
TXN0054,CUST0142,2025-12-04,Peshawar,Home & Kitchen,Cookware Set,1.0,5754.53,1.4,5673.966579999999,Debit Card,Online,60.0,Male
TXN0486,CUST0476,2025-08-13,Karachi,Groceries,Wheat Flour,14.0,39.97,10.8,499.1453599999999,UPI,Online,47.0,Female
